0,1,2,3,4
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.12.03,5점,현재의 우리를 있게 한 과거의 그 분들께 감사한 마음을 다시 또 가집니다. 육익한 강좌였어요~^^
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-전근대사",30시간,2021.12.02,2점,시험이 어렵고 조금 지루합니다
독립운동 현장읽기 - 의병전쟁,15시간,2021.12.02,5점,"그동안 역사에 대해 많이 무지했구나 반성하게 된 계기입니다.
내용은 어려울 수 있지만 그만큼 의미있는 연수였습니다."
독립운동 현장읽기 - 구국계몽운동,15시간,2021.12.02,5점,"그동안 역사에 대해 많이 무지했구나 반성하게 된 계기입니다.
내용은 어려울 수 있지만 그만큼 의미있는 연수였습니다."
SNS 잉글리시 톡,30시간,2021.12.02,5점,"저 영어교과하라고 하면 질색팔색하는 영어포기자 교사입니다. 더이상 이렇게 살 수 없다는 생각에 슬쩍 신청해본 연수...

아주 간단하면서도 실생활에 쓸 수 있는 요즘영어가 나와서 쉽게쉽게 잘 들었습니다...

꼭 들어보세요...추천입니다."
한 번에 끝내는 법정연수 1,6시간,2021.12.02,5점,"비록 초등교사는 아니지만 정말 유익하고 재밌게 수업 진행해주셔서 감사합니다^^

중간 중간 내용에 정말 공감도 하고 이렇게 하면 되겠구나 싶은 부분이 많더라구요~

감사히 잘들었습니다ㅎㅎ"
수업을 살리는 미술 레시피,30시간,2021.12.02,5점,"매일 미술수업 직전에 인디스쿨에 기웃기웃하며
겨우겨우 시간만 채우던 수업을 해왔습니다.
그러던 중에 만난 보물같은 이 연수...

미술수업에 대한 다양한 접근, 방향, 시각 두루두루 고민하게 되고 알게된 시간입니다..

감사합니다."
수업을 살리는 꿀팁 레시피,30시간,2021.12.02,5점,"죽은 수업을 살리는 마법같은 수업레시피...

그동안 수업연구에 소홀했는데 자극받아서 열심히 들었습니다.^^"
세상에서 제일 쉬운 과학 이야기,30시간,2021.12.02,3점,과학 이론에 대하여 쉽게 알수 있었습니다.
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.12.02,4점,평소 그림 실력이 없어 수업 중 그림으로 설명해야 된느 경우난 예시 그림이 필요한 경우 망설여지고 쉽게 그림을 그리지 않았는데 쉽고 간단하게 그림그리는 방법을 알 수 있어 좋았습니다.
재테크보다 중요한 나만의 재무설계,15시간,2021.12.02,5점,은퇴를 코 앞에 둔 시점에서 선택한 재테크 연수로 은퇴후 나만의 재무설계를 생각해보는 계기가 되었습니다. 연수받은 지식으로 은퇴후에도 경제적 자유를 얻기한한 노력을 해보겠습니다
"하루 20분, 상황별 생활영어회화",15시간,2021.12.02,5점,"하루 20분, 사실 20분 이상의 시간이 들긴 하지만
그래도 최대 30분 미만으로 생활영어회화 강의를 들을 수 있어서 굉장히 유익했습니다. 쉬운 영어 표현들, 실제 사용하는 영어 표현들을 중심으로 각 상황을 가정하에 두고 자주 쓰는 표현들을 연습할 수 있도록 되어 있어 좋았습니다. 강의안에 제시된 표현이외에도 함께 알아두면 좋을 표현들도 알려주셔서, 어휘도 함께 늘었던 강의였습니다. 영어 공부하는 것을 가장 가볍게 하려면 일단 매일 조금씩이라도 노출이라는 생각으로 강의를 들었는데, 제 목적에 맞게 영어를 배울 수 있어서 의미있었습니다."
메이슨의 Travel English,30시간,2021.12.02,5점,여행용에 딱입니다.~!
일본어 마스터 2,30시간,2021.12.02,5점,제 2외국어가 일본어 였고 일본어에 관심이 많아서 성인 되어서도 구몬으로 공부하였어요. 어느 정도 기본기 있는 분이 듣기 좋은 연수입니다.
한 번에 끝내는 법정연수 1,6시간,2021.12.02,5점,학교 현장에서 교사에게 많은 도움을 주는 연수입니다. 감사합니다.
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.12.02,5점,"고학년 아이들에게 어떤 sw교육, 정보교육을 할까 고민할 때 접하게 된 이 수업...
인디스쿨을 통해 자주 보던 그 자료들이 어떻게 제작이 되고, 우리 교사가 어떻게 활용할 수 있는지 한눈에 보이게 만들어 준 수업.
아이들도 엑셀이나 한글문서 작성만 배우던 수업에서 벗어나 활용가능한 재미있는 자료를 만들어 볼 수 있어 수업 참여도가 정말 높았던 수업.

너무너무 좋았습니다.
이런 연수 너무 좋아요^^"
"하루 20분, 컬쳐 리스닝 픽업",15시간,2021.12.02,5점,일상회화 만이 아닌 좀더 전문적인 언어들을 많이 배울 수 있는 강의였습니다.다음에도 다른 전문 분야에 대해 영어로 소개하는 수업을 들을 수 있으면 좋겠습니다.
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.12.01,5점,아이들의 심리상태에 대해 그림으로 풀어가면서 배울 수 있어서 너무 좋아요. 다양한 그림들을 그려보고 분석해보면서 아이들이 어떤 상태인지 함께 나눠볼 수 있을 것 같아요.
독립운동 현장읽기 - 구국계몽운동,15시간,2021.12.01,5점,독립운동에 대해서 자세히 알 수 있는 기회가 되었습니다
English Grammar in Use,30시간,2021.12.01,5점,분명히 배웠고 얼추 알 것 같은 내용들인데 정확하게 설명하기는 어려운 것들을 콕콕 찝어주셨어요. 유용합니다~^^
기후변화 이야기,15시간,2021.12.01,5점,아이들에게도 꼭 들려주고 싶은 내용들이 많습니다.^^
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.11.30,5점,이 연수 덕분에 그림에 대한 자신감을 좀 얻은 것 같습니다.
기후변화 이야기,15시간,2021.11.30,5점,기후문제에 대해 생각해 볼 수 있는 계기가 되었어요
한 번에 끝내는 법정연수 1,6시간,2021.11.30,5점,^^
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.11.30,4점,그림을 통해 내면을 알고 치유할 수 있다는 게 놀라웠습니다^^
스토리텔링을 활용한 초등수학 수업,30시간,2021.11.30,4점,수학을 재미있게 배울 수 있었던 것 같아요~
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.11.30,4점,그림검사와 다양한 기법으로 만나는 미술치료 처음으로 들어봤는데 도움이 되었습니다.
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.11.30,5점,손재주가 없어 칠판에 손그림을 그리면 항상 아이들의 놀림만 받았었는데 열심히 준비해서 아이들 모두 깜짝 놀라게 해줄거예요
같이 읽고 함께 나누는 독서수업방법,30시간,2021.11.30,4점,독서수업에 관심이 많아서 신청해서 들었는데 도움이 됐어요
수업을 살리는 미술 레시피,30시간,2021.11.30,5점,"아이들과 해보고 싶은 것들이 잔뜩이네요.
주의사항까지 알려주셔서 수업에 활용하기가 수월할 것 같아요~^^"
수업을 살리는 체육 레시피,30시간,2021.11.30,5점,체육 수업이 좀 두려웠었는데 이 강의 덕분에 두려움을 떨칠 수 있을 것 같네요^^*
한 번에 끝내는 법정연수 1,6시간,2021.11.30,5점,최고에요!
독립운동 현장읽기 - 의병전쟁,15시간,2021.11.30,5점,최고에요!
독립운동 현장읽기 - 구국계몽운동,15시간,2021.11.30,5점,최고에요!
그림검사와 다양한 기법으로 만나는 미술치료,30시간,2021.11.30,5점,최고에요!
일본어 마스터 1,30시간,2021.11.30,5점,최고에요!
온작품 읽기와 그림을 활용한 깊이 있는 수업,15시간,2021.11.30,4점,"작품 하나를 온전히 읽어내는 경험이 아이들에게 굉장히 중요한데, 어떻게 지도해야할지 항상 고민이었습니다. 이 연수를 통해 어느 정도 방향을 잡은 것 같아 만족합니다."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.11.30,5점,"파워포인트 활용해서 하는게 너무 유용하고 좋았습니다.~
현장에서 많이 도움이 될 것 같아요."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.11.30,4점,그림그리는 걸 워낙 좋아해서 스트레스 없이 연수 들었습니다. 이런 그림 관련된 연수가 많아지면 좋을 것 같습니다.
세상에서 제일 쉬운 과학 이야기,30시간,2021.11.29,5점,"원격 연수,,,,, 솔직히 다들 화면에 띄우시고... 다른 작업하시지요? ^^
저도 인정합니다. 이번 연수도 당연히 그렇게 할려고 하다가.... 상시연수라... 기다릴 수 밖에 없는 상황 -_-;
와우~~ 어느 유명하 대학의 교수님에게 멋진 강의를 듣는 느낌을 받았습니다. 평소에 과학 이야기에 대해서는 잘 알지 못했는데... 이름만 알고 있던 과학자들의 일생을 스토리텔링하시니 생각보다 깊게 듣게 되었습니다. 책, 강의 어느 하나 버릴 수 없는 연수입니다!
지금 저도 우리 아이들에게 재미있는 과학자 이야기 들려주러 갑니다. 이 이야기를 듣고 한 아이가 과학자의 꿈을 가지게 된다면 이 또한 멋진 일이 아닐까요!!!"
기후변화 이야기,15시간,2021.11.29,5점,"과학적인 메커니즘을 소개하여 기후 변화가 이러나게 되는 원리에 접근하니, 내 스스로뿐만 아니라 학급 학생들에게 좀 더 깊이 있게 접근할 수 있을 것 같다.
매우 유익한 연수였다."
손그림과 파워포인트로 교실 속 콘텐츠 만들기,30시간,2021.11.29,5점,평소 선생님들께서 그려주신 자료들을 보면서 대단하다는 생각 뿐이었는데 이 연수를 통해 조금이나마 손그림과 가까워져서 좋았습니다.
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",30시간,2021.11.29,5점,핵심 내용을 잘 정리해서 알려주시고 중간중간 해주시는 상황극까지 너무 재미있게 강의를 들었습니다.
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.11.29,5점,교실에서 사용하기 쉬운 내용들을 연수로 진행해주셔서 너무 재밌게 들었습니다. 어떻게 교실에서 손 그림을 활용하면 좋은지 다양한 사례들을 제시해주셔서 연수에 만족합니다.
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.11.29,4점,그림은 좋아하지만 손그림은 늘 자신 없었는데 연수를 계기로 콘텐츠 제작자가 된 기분이라 부담이 줄었어요
당장 따라 할 수 있는 사계절 학급운영+이벤트,15시간,2021.11.29,5점,추천해요
교과서 속 세계문화유산,30시간,2021.11.26,5점,"평소에 역사에 관심이 많아 이 연수에 관심을 갖고 신청하게 되었습니다. 연수를 듣다 보니, 역사 관련 뿐만 아니라 유네스코에 등재된 제주도의 자연환경 등 최신 트렌드 정보까지 얻을 수 있어서 아주 좋았습니다. 특히, 안동 하회마을과 경주 양동마을에 대한 정보는 이 연수에서만 들을 수 있는 귀한 정보였습니다.
연수 재미있게 잘 들었습니다."
"나이와 신분을 초월한 독립운동, 그 현장을 읽다",30시간,2021.11.26,5점,"이번 연수를 통해

국권회복을 위해 노력하신 분들에 대해 다시 한 번 감사함을 느끼고

국가의 중요성에 대해 생각해 봅니다 ."
"행복한 학급 만들기, 학생과 교사 자존감 수업",30시간,2021.11.26,5점,교사의 자존감이 향상되어야 아이들도 자존감이 향상된다는 것을 일깨워 준 연수..열정적인 강사님 고맙습니다.
메이슨의 패턴잉글리쉬,30시간,2021.11.26,5점,"안녕하세요?
패턴잉글리쉬 연수를 잘 이끌어 주신 메이슨 선생님께 감사드립니다.
영어 공부에 한동안 손을 놓았던 터라 연수를 잘 받을 수 있을까 하는 걱정이 있었는데, 강사님께서 차분하게 강의를 잘 해주셔서 생각보다 더 빨리 연수를 마칠 수 있었습니다.
그래서 메이슨 선생님의 연수를 이어서 신청하였습니다.
정말 감사합니다..^^
아쉬운 점은 스마트폰에서도 연수를 받을 수 있는 어플을 지원하지 않는다는 점 입니다.
이건 좀 개선이 되었으면 합니다.
모두 건강하세요~^^*"
저자가 알려주는 수학 교과서 100% 활용하기 (초등 3~4학년),5시간,2021.11.25,5점,수학을 학생들에게 다가가기 쉽도록 수업 시간의 교과서 활용 방법을 알려주십니다.
쉽게 배우고 활용하는 교실 속 손그림 그리기,15시간,2021.11.25,5점,다른 교과 때도 쓰이지만 미술 수업 때 더 유용해요.
그림을 통해 만나는 우리 아이,15시간,2021.11.25,5점,"미술을 활용한 생활지도, 상담에 유용해요."
교사 자존감 수업,15시간,2021.11.25,5점,"자존심이 아닌 자존감을 키워야죠.
자존감 있는 교사가 아이들과 더 잘 생활할 수 있으리라 생각해요."
"하루 20분, 상황별 생활영어회화",15시간,2021.11.25,5점,생활 영어 지도에 도움이 되어요.
기후변화 이야기,15시간,2021.11.25,5점,"""기후변화 이야기""연수를 행복하게 들었습니다. 우리의 미래가 달린 지구와 그 기후변화는 사실 우리에게 많은 과제를 남겨주기도 했지만 그런 기후변화를 극복하고 다시 일어서는 우리가 될 수 있도록 어드바이스를 얻어서 행복했습니다. 이제 실천만이 인간의 의무인 것 같아요. 열심히 잘 들었습니다. 연수내용이 깊이 있고 도움되는 것들로 짜여 있어서 실질적인 도움이 되었어요. 앞으로 많이 각광받을 연수입니다."
